SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Preload-1N,1-Compress,1.810,12.365,0.037,1.081
Preload-1N,1-Compress,1.820,12.363,0.039,1.123
Preload-1N,1-Compress,1.830,12.363,0.039,1.176
Preload-1N,1-Compress,1.840,12.365,0.037,1.187
Preload-1N,1-Compress,1.850,12.365,0.037,1.208
Preload-1N,1-Compress,1.860,12.365,0.037,1.229
Preload-1N,1-Compress,1.870,12.365,0.037,1.261
Preload-1N,1-Compress,1.880,12.366,0.036,1.261
Preload-1N,1-Compress,1.890,12.368,0.034,1.240
Preload-1N,1-Compress,1.900,12.371,0.031,1.176
Preload-1N,1-Compress,1.910,12.372,0.03,1.145
Preload-1N,1-Compress,1.920,12.376,0.026,1.134
Preload-1N,1-Compress,1.930,12.377,0.025,1.102
Preload-1N,1-Compress,1.940,12.379,0.023,1.134
Preload-1N,1-Compress,1.950,12.38,0.022,1.102
Preload-1N,1-Compress,1.960,12.382,0.02,1.070
Preload-1N,1-Compress,1.970,12.383,0.019,1.039
Preload-1N,1-Compress,1.980,12.385,0.017,1.049
Preload-1N,1-Compress,1.990,12.387,0.015,1.039
Preload-1N,1-Compress,2.000,12.387,0.015,1.018
Preload-1N,1-Compress,2.010,12.388,0.014,1.028
Preload-1N,1-Compress,2.020,12.388,0.014,1.049
Preload-1N,1-Compress,2.030,12.39,0.012,1.028
Preload-1N,1-Compress,2.040,12.39,0.012,1.007
Preload-1N,1-Compress,2.050,12.39,0.012,0.965
Preload-1N,1-Compress,2.060,12.39,0.012,0.965
Preload-1N,1-Compress,2.070,12.39,0.012,0.943
Preload-1N,1-Compress,2.080,12.388,0.014,0.922
Preload-1N,1-Compress,2.090,12.387,0.015,0.901
Preload-1N,1-Compress,2.100,12.385,0.017,0.933
Preload-1N,1-Compress,2.110,12.383,0.019,0.922
Preload-1N,1-Compress,2.120,12.382,0.02,0.965
Preload-1N,1-Compress,2.130,12.379,0.023,1.028
Preload-1N,1-Compress,2.140,12.377,0.025,1.070
Preload-1N,1-Compress,2.150,12.379,0.023,1.081
Preload-1N,1-Compress,2.160,12.38,0.022,1.060
Preload-1N,1-Compress,2.170,12.38,0.022,1.049
Preload-1N,1-Compress,2.180,12.382,0.02,1.070
Preload-1N,1-Compress,2.190,12.382,0.02,1.070
Preload-1N,1-Compress,2.200,12.383,0.019,1.070
Preload-1N,1-Compress,2.210,12.383,0.019,1.049
Preload-1N,1-Compress,2.220,12.383,0.019,1.060
Preload-1N,1-Compress,2.230,12.385,0.017,1.070
Preload-1N,1-Compress,2.240,12.385,0.017,1.049
Preload-1N,1-Compress,2.250,12.385,0.017,1.039
Preload-1N,1-Compress,2.260,12.385,0.017,1.028
Preload-1N,1-Compress,2.270,12.385,0.017,1.039
Preload-1N,1-Compress,2.280,12.385,0.017,1.049
Preload-1N,1-Compress,2.290,12.385,0.017,1.060
Preload-1N,1-Compress,2.300,12.385,0.017,1.060
Preload-1N,1-Compress,2.310,12.385,0.017,1.060
Preload-1N,1-Compress,2.320,12.385,0.017,1.060
Preload-1N,1-Compress,2.330,12.385,0.017,1.049
Preload-1N,1-Compress,2.340,12.385,0.017,1.039
Preload-1N,1-Compress,2.350,12.385,0.017,1.007
Preload-1N,1-Compress,2.360,12.383,0.019,0.986
Preload-1N,1-Compress,2.370,12.383,0.019,0.954
Preload-1N,1-Compress,2.380,12.382,0.02,0.922
Preload-1N,1-Compress,2.390,12.38,0.022,0.912
Preload-1N,1-Compress,2.400,12.379,0.023,0.933
Preload-1N,1-Compress,2.410,12.377,0.025,0.901
Preload-1N,1-Compress,2.420,12.374,0.028,0.954
Preload-1N,1-Compress,2.430,12.371,0.031,0.954
Preload-1N,1-Compress,2.440,12.368,0.034,0.965
Preload-1N,1-Compress,2.450,12.365,0.037,0.996
Preload-1N,1-Compress,2.460,12.362,0.04,1.049
Preload-1N,1-Compress,2.470,12.363,0.039,1.028
Preload-1N,1-Compress,2.480,12.365,0.037,0.965
Preload-1N,1-Compress,2.490,12.366,0.036,0.975
Preload-1N,1-Compress,2.500,12.366,0.036,0.922
Preload-1N,1-Compress,2.510,12.365,0.037,0.986
Preload-1N,1-Compress,2.520,12.362,0.04,1.007
Preload-1N,1-Compress,2.530,12.36,0.042,1.070
Preload-1N,1-Compress,2.540,12.357,0.045,1.070
Preload-1N,1-Compress,2.550,12.357,0.045,1.102
Preload-1N,1-Compress,2.560,12.358,0.044,1.070
Preload-1N,1-Compress,2.570,12.358,0.044,1.070
Preload-1N,1-Compress,2.580,12.358,0.044,1.060
Preload-1N,1-Compress,2.590,12.36,0.042,1.060
Preload-1N,1-Compress,2.600,12.36,0.042,1.049
Preload-1N,1-Compress,2.610,12.36,0.042,1.018
Preload-1N,1-Compress,2.620,12.36,0.042,1.018
Preload-1N,1-Compress,2.630,12.36,0.042,1.018
Preload-1N,1-Compress,2.640,12.36,0.042,1.028
Preload-1N,1-Compress,2.650,12.36,0.042,1.018
Preload-1N,1-Compress,2.660,12.36,0.042,1.018
Preload-1N,1-Compress,2.670,12.36,0.042,1.007
Preload-1N,1-Compress,2.680,12.358,0.044,0.986
Preload-1N,1-Compress,2.690,12.358,0.044,0.986
Preload-1N,1-Compress,2.700,12.357,0.045,1.007
Preload-1N,1-Compress,2.710,12.357,0.045,1.007
Preload-1N,1-Compress,2.720,12.355,0.047,1.049
Preload-1N,1-Compress,2.730,12.355,0.047,1.060
Preload-1N,1-Compress,2.740,12.357,0.045,1.039
Preload-1N,1-Compress,2.750,12.357,0.045,1.049
Preload-1N,1-Compress,2.760,12.357,0.045,1.007
Preload-1N,1-Compress,2.770,12.357,0.045,1.028
Preload-1N,1-Compress,2.780,12.358,0.044,1.007
Preload-1N,1-Compress,2.790,12.358,0.044,0.996
Preload-1N,1-Compress,2.800,12.358,0.044,0.986
Preload-1N,1-Compress,2.810,12.357,0.045,0.986
Preload-1N,1-Compress,2.820,12.355,0.047,0.996
Preload-1N,1-Compress,2.830,12.355,0.047,1.039
Preload-1N,1-Compress,2.840,12.354,0.048,1.060
Preload-1N,1-Compress,2.850,12.354,0.048,1.060
Preload-1N,1-Compress,2.860,12.355,0.047,1.049
Preload-1N,1-Compress,2.870,12.355,0.047,1.039
Preload-1N,1-Compress,2.880,12.355,0.047,1.039
Preload-1N,1-Compress,2.890,12.355,0.047,1.028
Preload-1N,1-Compress,2.900,12.357,0.045,1.018
Preload-1N,1-Compress,2.910,12.357,0.045,1.007
Preload-1N,1-Compress,2.920,12.357,0.045,1.007
Preload-1N,1-Compress,2.930,12.357,0.045,0.996
Preload-1N,1-Compress,2.940,12.355,0.047,0.996
Preload-1N,1-Compress,2.950,12.355,0.047,0.996
Preload-1N,1-Compress,2.960,12.355,0.047,0.996
Preload-1N,1-Compress,2.970,12.355,0.047,1.007
Preload-1N,1-Compress,2.980,12.357,0.045,0.986
Preload-1N,1-Compress,2.990,12.357,0.045,0.975
Preload-1N,1-Compress,3.000,12.355,0.047,0.965
Preload-1N,1-Compress,3.010,12.354,0.048,0.986
Preload-1N,1-Compress,3.020,12.354,0.048,1.018
Preload-1N,1-Compress,3.030,12.355,0.047,0.996
Preload-1N,1-Compress,3.040,12.354,0.048,0.975
Preload-1N,1-Compress,3.050,12.352,0.05,1.007
Preload-1N,1-Compress,3.060,12.352,0.05,1.039
Preload-1N,1-Compress,3.070,12.354,0.048,1.018
Preload-1N,1-Compress,3.080,12.354,0.048,1.007
Preload-1N,1-Compress,3.090,12.355,0.047,0.986
Preload-1N,1-Compress,3.100,12.354,0.048,0.975
Preload-1N,1-Compress,3.110,12.354,0.048,0.996
Preload-1N,1-Compress,3.120,12.352,0.05,0.996
Preload-1N,1-Compress,3.130,12.352,0.05,1.028
Preload-1N,1-Compress,3.140,12.354,0.048,1.007
Preload-1N,1-Compress,3.150,12.354,0.048,1.007
Preload-1N,1-Compress,3.160,12.355,0.047,0.996
Preload-1N,1-Compress,3.170,12.355,0.047,0.986
Preload-1N,1-Compress,3.180,12.354,0.048,0.996
Preload-1N,1-Compress,3.190,12.352,0.05,1.028
Preload-1N,1-Compress,3.200,12.351,0.051,1.049
Preload-1N,1-Compress,3.210,12.351,0.051,1.060
Preload-1N,1-Compress,3.220,12.352,0.05,1.060
Preload-1N,1-Compress,3.230,12.352,0.05,1.060
Preload-1N,1-Compress,3.240,12.352,0.05,1.060
Preload-1N,1-Compress,3.250,12.352,0.05,1.060
Preload-1N,1-Compress,3.260,12.352,0.05,1.060
Preload-1N,1-Compress,3.270,12.352,0.05,1.049
Preload-1N,1-Compress,3.280,12.352,0.05,1.018
Preload-1N,1-Compress,3.290,12.352,0.05,1.007
Preload-1N,1-Compress,3.300,12.352,0.05,0.996
Preload-1N,1-Compress,3.310,12.352,0.05,0.975
Preload-1N,1-Compress,3.320,12.351,0.051,0.965
Preload-1N,1-Compress,3.330,12.351,0.051,0.954
Preload-1N,1-Compress,3.340,12.349,0.053,0.954
Preload-1N,1-Compress,3.350,12.349,0.053,1.007
Preload-1N,1-Compress,3.360,12.347,0.055,0.986
Preload-1N,1-Compress,3.370,12.347,0.055,0.986
Preload-1N,1-Compress,3.380,12.346,0.056,1.007
Preload-1N,1-Compress,3.390,12.346,0.056,1.028
Preload-1N,1-Compress,3.400,12.346,0.056,1.007
Preload-1N,1-Compress,3.410,12.347,0.055,0.996
Preload-1N,1-Compress,3.420,12.347,0.055,0.986
Preload-1N,1-Compress,3.430,12.346,0.056,1.007
Preload-1N,1-Compress,3.440,12.344,0.058,1.028
Preload-1N,1-Compress,3.450,12.344,0.058,1.049
Preload-1N,1-Compress,3.460,12.344,0.058,1.049
Preload-1N,1-Compress,3.470,12.344,0.058,1.049
Preload-1N,1-Compress,3.480,12.344,0.058,1.039
Preload-1N,1-Compress,3.490,12.344,0.058,1.039
Preload-1N,1-Compress,3.500,12.344,0.058,1.039
Preload-1N,1-Compress,3.510,12.344,0.058,1.028
Preload-1N,1-Compress,3.520,12.344,0.058,1.028
Preload-1N,1-Compress,3.530,12.344,0.058,1.028
Preload-1N,1-Compress,3.540,12.344,0.058,1.028
Preload-1N,1-Compress,3.550,12.344,0.058,1.028
Preload-1N,1-Compress,3.560,12.344,0.058,1.018
Preload-1N,1-Compress,3.570,12.344,0.058,1.018
Preload-1N,1-Compress,3.580,12.344,0.058,1.018
Preload-1N,1-Compress,3.590,12.344,0.058,0.996
Preload-1N,1-Compress,3.600,12.344,0.058,0.996
Preload-1N,1-Compress,3.610,12.344,0.058,0.996
Preload-1N,1-Compress,3.620,12.343,0.059,0.996
Preload-1N,1-Compress,3.630,12.343,0.059,0.986
Preload-1N,1-Compress,3.640,12.341,0.061,1.007
Preload-1N,1-Compress,3.650,12.341,0.061,1.007
Preload-1N,1-Compress,3.660,12.34,0.062,1.049
Preload-1N,1-Compress,3.670,12.34,0.062,1.039
Preload-1N,1-Compress,3.680,12.34,0.062,1.049
Preload-1N,1-Compress,3.690,12.34,0.062,1.049
Preload-1N,1-Compress,3.700,12.34,0.062,1.049
Preload-1N,1-Compress,3.710,12.34,0.062,1.039
Preload-1N,1-Compress,3.720,12.34,0.062,1.039
Preload-1N,1-Compress,3.730,12.34,0.062,1.039
Preload-1N,1-Compress,3.740,12.341,0.061,1.049
Preload-1N,1-Compress,3.750,12.341,0.061,1.049
Preload-1N,1-Compress,3.760,12.341,0.061,1.039
Preload-1N,1-Compress,3.770,12.341,0.061,1.028
Preload-1N,1-Compress,3.780,12.341,0.061,1.039
Preload-1N,1-Compress,3.790,12.343,0.059,1.018
Preload-1N,1-Compress,3.800,12.343,0.059,1.007
Preload-1N,1-Compress,3.810,12.343,0.059,0.996
Preload-1N,1-Compress,3.820,12.343,0.059,0.996
Preload-1N,1-Compress,3.830,12.343,0.059,0.996
Preload-1N,1-Compress,3.840,12.343,0.059,0.986
Preload-1N,1-Compress,3.850,12.341,0.061,0.996
Preload-1N,1-Compress,3.860,12.341,0.061,0.986
Preload-1N,1-Compress,3.870,12.341,0.061,0.996
Preload-1N,1-Compress,3.880,12.34,0.062,1.018
Preload-1N,1-Compress,3.890,12.34,0.062,0.996
Preload-1N,1-Compress,3.900,12.34,0.062,1.007
Preload-1N,1-Compress,3.910,12.338,0.064,1.007
Preload-1N,1-Compress,3.920,12.338,0.064,1.018
Preload-1N,1-Compress,3.930,12.338,0.064,1.039
Preload-1N,1-Compress,3.940,12.338,0.064,1.028
Preload-1N,1-Compress,3.950,12.338,0.064,1.028
Preload-1N,1-Compress,3.960,12.338,0.064,1.018
Preload-1N,1-Compress,3.970,12.338,0.064,1.018
Preload-1N,1-Compress,3.980,12.338,0.064,1.018
Preload-1N,1-Compress,3.990,12.338,0.064,1.018
Preload-1N,1-Compress,4.000,12.338,0.064,1.018
Preload-1N,1-Compress,4.010,12.338,0.064,1.007
Preload-1N,1-Compress,4.020,12.338,0.064,1.007
Preload-1N,1-Compress,4.030,12.338,0.064,0.996
Preload-1N,1-Compress,4.040,12.338,0.064,1.028
Preload-1N,1-Compress,4.050,12.338,0.064,1.028
Preload-1N,1-Compress,4.060,12.338,0.064,1.018
Preload-1N,1-Compress,4.070,12.338,0.064,1.018
Preload-1N,1-Compress,4.080,12.338,0.064,1.018
Preload-1N,1-Compress,4.090,12.338,0.064,1.007
Preload-1N,1-Compress,4.100,12.338,0.064,1.018
Preload-1N,1-Compress,4.110,12.338,0.064,0.996
Preload-1N,1-Compress,4.120,12.338,0.064,1.007
Preload-1N,1-Compress,4.130,12.338,0.064,1.007
Preload-1N,1-Compress,4.140,12.338,0.064,0.996
Preload-1N,1-Compress,4.150,12.338,0.064,0.996
Preload-1N,1-Compress,4.160,12.338,0.064,0.996
Preload-1N,1-Compress,4.170,12.338,0.064,0.996
Preload-1N,1-Compress,4.180,12.337,0.065,0.996
Preload-1N,1-Compress,4.190,12.337,0.065,0.975
Preload-1N,1-Compress,4.200,12.337,0.065,0.986
Preload-1N,1-Compress,4.210,12.337,0.065,0.986
Preload-1N,1-Compress,4.220,12.335,0.067,1.018
Preload-1N,1-Compress,4.230,12.335,0.067,0.996
Preload-1N,1-Compress,4.240,12.335,0.067,1.018
Preload-1N,1-Compress,4.250,12.335,0.067,1.018
Preload-1N,1-Compress,4.260,12.335,0.067,1.028
Preload-1N,1-Compress,4.270,12.335,0.067,1.018
Preload-1N,1-Compress,4.280,12.337,0.065,1.018
Preload-1N,1-Compress,4.290,12.337,0.065,1.018
Preload-1N,1-Compress,4.300,12.337,0.065,0.996
Preload-1N,1-Compress,4.310,12.337,0.065,0.996
Preload-1N,1-Compress,4.320,12.337,0.065,0.996
Preload-1N,1-Compress,4.330,12.337,0.065,0.986
Preload-1N,1-Compress,4.340,12.335,0.067,1.007
Preload-1N,1-Compress,4.350,12.335,0.067,0.996
Preload-1N,1-Compress,4.360,12.335,0.067,1.018
Preload-1N,1-Compress,4.370,12.335,0.067,0.996
Preload-1N,1-Compress,4.380,12.335,0.067,1.018
Preload-1N,1-Compress,4.390,12.335,0.067,1.018
Preload-1N,1-Compress,4.400,12.335,0.067,1.007
Preload-1N,1-Compress,4.410,12.335,0.067,1.007
Preload-1N,1-Compress,4.420,12.335,0.067,1.007
Preload-1N,1-Compress,4.430,12.335,0.067,1.007
Preload-1N,1-Compress,4.440,12.335,0.067,1.018
Preload-1N,1-Compress,4.450,12.335,0.067,0.996
Preload-1N,1-Compress,4.460,12.335,0.067,1.007
Preload-1N,1-Compress,4.470,12.335,0.067,1.007
Preload-1N,1-Compress,4.480,12.335,0.067,0.996
Preload-1N,1-Compress,4.490,12.335,0.067,0.975
Preload-1N,1-Compress,4.500,12.333,0.069,0.986
Preload-1N,1-Compress,4.510,12.333,0.069,0.986
Preload-1N,1-Compress,4.520,12.333,0.069,0.986
Preload-1N,1-Compress,4.530,12.332,0.07,0.986
Preload-1N,1-Compress,4.540,12.332,0.07,1.028
Preload-1N,1-Compress,4.550,12.332,0.07,1.018
Preload-1N,1-Compress,4.560,12.332,0.07,1.028
Preload-1N,1-Compress,4.570,12.332,0.07,1.028
Preload-1N,1-Compress,4.580,12.332,0.07,1.028
Preload-1N,1-Compress,4.590,12.333,0.069,1.028
Preload-1N,1-Compress,4.600,12.333,0.069,1.007
Preload-1N,1-Compress,4.610,12.333,0.069,1.018
Preload-1N,1-Compress,4.620,12.333,0.069,0.996
Preload-1N,1-Compress,4.630,12.333,0.069,0.996
Preload-1N,1-Compress,4.640,12.333,0.069,1.007
Preload-1N,1-Compress,4.650,12.333,0.069,1.007
Preload-1N,1-Compress,4.660,12.333,0.069,1.007
Preload-1N,1-Compress,4.670,12.333,0.069,0.996
Preload-1N,1-Compress,4.680,12.333,0.069,1.007
Preload-1N,1-Compress,4.690,12.333,0.069,0.996
Preload-1N,1-Compress,4.700,12.333,0.069,0.996
Preload-1N,1-Compress,4.710,12.333,0.069,0.996
Preload-1N,1-Compress,4.720,12.333,0.069,0.986
Preload-1N,1-Compress,4.730,12.333,0.069,0.986
Preload-1N,1-Compress,4.740,12.332,0.07,0.996
Preload-1N,1-Compress,4.750,12.332,0.07,0.986
Preload-1N,1-Compress,4.760,12.332,0.07,0.996
Preload-1N,1-Compress,4.770,12.332,0.07,1.007
